"ROCK.NAME","LA.PPM.","CE.PPM.","PR.PPM.","ND.PPM.","SM.PPM.","EU.PPM.","GD.PPM.","TB.PPM.","DY.PPM.","HO.PPM.","ER.PPM.","TM.PPM.","YB.PPM.","LU.PPM.","AVERAGE_LAT","AVERAGE_LON"
"BASALT [8917]",14.5,32.2,4.6,20.1,5.2,1.65,6.04,1.04,6.27,1.28,3.86,0.543,3.53,0.499,56.5,-133
"NOT GIVEN [6595] / BASALT [23527]",21.69100288,46.22464953,5.786357517,24.79953195,5.306397489,1.68584011,4.49,0.68623021,3.769493887,0.652876642,1.697199062,0.21489782,1.286696024,0.169654765,16.85,-25
"BASALT [22111]",42.86200751,91.43823292,10.870875,44.72667191,9.608796553,2.794967628,10.42199577,1.526674907,9.646742483,2.06021015,5.499523657,0.780754591,5.01315614,0.739448387,22.134,70.7862
"BASALT [24611]",1.56,4.62,0.78,4.53,1.58,0.61,2.18,0.44,2.94,0.6,1.96,0.27,1.82,0.28,-33.16316667,179.9868333
"BASALT [13901]",17.7,37.8,4.64,20.9,5,1.84,4.94,0.8,4.37,0.83,2.21,0.304,1.8,0.254,-36.4597,-68.3886
"BASALT [9630]",36.7,77.9,9.79,29.11,5.929,2.21,7.41,1.13,5.37,0.91,2.14,0.27,1.68,0.23,26.8,100.27
"BASALT [19710]",23.5,47.2,5.82,24.5,5.68,1.88,5.27,0.78,4.28,0.76,1.88,0.25,1.4,0.19,43.1144,117.9661
"BASALT [20945]",14,30,3.5,14,3.7,1.5,3.7,0.58,3.5,0.65,1.6,0.21,1.4,0.2,42.04,119.29
"BASALT [14927]",5.939464025,13.41162252,2.273827737,9.957107821,2.733004484,0.862463399,3.613135245,0.476788113,2.918897497,0.564734619,1.729093535,0.254394473,1.746038373,0.252505631,16.3,-61
"BASALTIC-ANDESITE [19034]",5.39,13.4,2.43,12.7,3.7,1.21,4.22,0.704,4.46,0.923,2.59,0.396,2.64,0.4,52.4918,158.1479
"THOLEIITIC BASALT [19384]",17.1,36.3,4.7,19.9,4.7,1.75,4.43,0.7,3.77,0.71,1.69,0.23,1.36,0.2,40.8,114.5
"BASALT [22741]",17.9,40,6.27,29.2,8.38,3.49,10.5,1.77,10.5,2.17,5.61,0.82,5.2,0.79,34.5,76
"BASALT [13668]",2.98,7.75,1.04,5.26,1.833,0.67,2.26,0.47,3.02,0.66,1.87,0.29,1.92,0.29,37.7294,140.7744
"BASALT [16734]",4.731082393,13.4047249,2.310019754,12.06154155,3.833799427,1.429702202,5.800450015,0.997193857,6.724475824,1.48473762,3.848866909,0.642385399,3.838430928,0.606796478,-15.12,-176.14
"BASALT [23079]",19.18,46.53,6.34,27.57,5.85,1.77,5.12,0.76,4.36,0.91,2.63,0.4,2.73,0.41,55.9892,158.537
"BASALTIC-ANDESITE [13757]",16.8,35.2,4.28,17.5,3.75,1.25,3.93,0.66,3.8,0.76,2.08,0.34,1.86,0.29,33.25,130.25
"BASALT [7268]",10.89,28.02,4.17,19.17,5.27,1.74,5.3,0.93,5.36,1.1,2.87,0.43,2.61,0.38,72,-23
"BASALTIC-ANDESITE [15734] / LATITE [12849]",46.002,104.1984,12.208,43.98,7.2219,1.7388,5.2041,0.7849,4.402,0.9198,2.3121,0.3267,1.94,0.3094,42.8972,11.7669
"BASALTIC-ANDESITE [12539]",2.019,5.63,0.957,5.17,1.682,0.635,2.089,0.375,2.693,0.586,1.795,0.2534,1.918,0.286,-19.7268,-175.0759
"BASALT [19104]",6.6,17.59,2.89,14.54,4.96,1.58,5.86,1.04,6.03,1.23,3.61,0.48,3.17,0.54,32.5079,159.2346
"BASALTIC-ANDESITE [17705]",11.3,21.9,2.8,12,3.41,1.2,3.84,0.65,3.96,0.79,2.11,0.29,1.79,0.28,2.99,114.86
"BASALTIC-ANDESITE [13759]",16.80533333,32.42733333,4.000666667,17.56733333,4.343,1.130666667,3.708333333,0.629333333,3.202333333,0.58,1.397333333,0.259666667,1.722666667,0.261333333,42.236,26.2935
"BASALTIC-ANDESITE [24471]",12.57,25.35,3.18,14.69,3.52,1.02,3.4,0.56,3.5,0.71,2.01,0.3,2,0.29,-39,174
"BASALT [26788]",10.3,22.2,3.1,13.2,3.48,1.59,3.16,0.75,4.58,0.98,3.04,0.42,2.87,0.43,30.0552,116.9816
"TEPHRITE [9391] / ALKALI BASALT [15598] / BASALT [26028]",92.7,190,22.1,83.9,13.6,3.96,10.5,1.32,6.82,1.28,3.09,0.385,2.44,0.316,-37.15,-12.25
"BASALT [18072]",2.51,6.28,0.87,4.62,1.55,0.61,1.84,0.34,2.09,0.47,1.31,0.19,1.29,0.2,18.23708,145.87553
"BASALT [20431]",16.01,34.02,4.17,18.42,4.32,1.69,4.57,0.81,4.9,1,2.74,0.41,2.54,0.37,47.83,-65.5
"BASALT [15462]",43.7,90.2,10.9,43.8,9.03,2.88,8.31,1.23,6.46,1.18,3.11,0.396,2.42,0.34,-15.947,-5.648
"BASALT [22111]",7.42758024,17.49565999,2.417442618,11.38004434,3.1708503,1.116438695,3.758960389,0.6153824,4.151870623,0.886783912,2.336900218,0.336804174,2.117099993,0.314404596,21.2382,70.4576
"BASALT [2918]",11.14,25.12,3.47,15.69,4.07,1.39,4.47,0.74,4.34,0.84,2.22,0.3,1.9,0.26,6.123,-81.0437
"NOT GIVEN [18632] / BASALT [10567]",32.20811554,67.72805457,8.590516216,35.09016041,7.437698266,2.302622511,6.64627438,0.973069362,5.121949928,0.902535106,2.230942904,0.288457298,1.737064065,0.237465329,37.789,-25.648
"BASALTIC-TRACHYANDESITE [25557]",80,156,15.8,90,15,3.4,9.5,1.17,6.6,1.15,3.2,0.41,2.9,0.39,-34.7587,-55.2678
"BASALT [10281]",9.65,23,3.33,15.48,4.33,1.46,4.64,0.72,4.1,0.76,2.02,0.27,1.62,0.25,19.1184,-156.0978
"BASALT, CLINOPYROXENE-OLIVINE [14407]",38.28901604,61.90077508,7.916549973,33.64963057,7.143305244,2.188673181,6.072144208,0.915433717,4.887851154,0.98316603,2.94633836,0.416578361,2.493080759,0.411364184,23.075,141.734
"BASALT [22822]",15.45,30.99,3.73,17.88,3.835,1,3.48,0.56,3.39,0.74,2.09,0.32,2.12,0.408,21.1668,80.5726
"BASALT [16078]",12.39,27.55,3.983,17.92,4.321,1.413,4.088,0.643,3.864,0.767,2.062,0.295,1.819,0.289,51.865,-178.105
"BASALTIC-ANDESITE [19556] / BASALT [1213]",49.8876969,117.4202585,15.38822493,66.69954653,15.20553557,4.74386069,15.98193422,2.354896676,13.3198174,2.683385394,7.21709255,0.993268072,6.247844564,0.915357617,63.9696,-19.57
"BASALT [26512]",32.46,67.14,8.68,37.18,8.42,2.77,8.03,1.07,6,1.03,2.63,0.32,1.95,0.26,-31.5152,159.0631
"BASALT [13608]",7.18,18.9,2.73,13,3.55,1.17,3.89,0.63,3.65,0.72,1.87,0.26,1.52,0.23,69.45,86.22
"BASALTIC-ANDESITE [17543]",23.8,56.5,6.4,26.7,6.21,1.71,6.7,1.14,6.69,1.34,3.98,0.57,3.65,0.55,-29.43,-49.28
"BASALTIC-ANDESITE [8776]",27.7,59.7,7.74,32.2,6.47,1.49,5.42,0.84,4.68,0.98,2.73,0.41,2.75,0.4,-29.83,-70.5
"BASALTIC-ANDESITE [20107]",2.38,7.04,1.16,6.36,2.24,0.81,3.01,0.57,3.83,0.84,2.55,0.37,2.47,0.38,34.836,139.271
"BASALTIC-ANDESITE [19034]",10.34,25.5,3.8,17.8,4.65,1.26,5.07,0.87,5.48,1.122,3.2,0.479,3.19,0.478,52.4711,158.1739
"BASALTIC-ANDESITE [12014]",30.9,60,6.87,26.8,5.6,1.51,4.7,0.7,4.1,0.8,2.2,0.32,2.1,0.3,38.79,15.21
"BASALTIC-ANDESITE [17632]",20.1,42.2,6.28,22.95,4.88,1.35,5.1,0.9,5.4,1.1,3.1,0.45,2.8,0.41,-8.85,34.15
"BASALTIC-ANDESITE [12188]",14.7,28.4,4.29,18.7,4.9,1.56,4.95,1.06,5.48,1.15,3.73,0.5,3.21,0.61,18.27,-66.615
"BASALTIC-ANDESITE [16502]",5.92078524,14.58740898,1.910991184,8.657307232,2.285955278,0.797440393,2.475757252,0.418515722,2.606161732,0.607906817,1.732492502,0.259806526,1.703381958,0.255478392,-39.82,175.57
"BASALTIC-ANDESITE [20375]",7.25,17.88,2.59,12.06,3.36,0.95,3.99,0.66,4.31,0.91,2.5,0.402,2.64,0.4,44,146
"BASALTIC-ANDESITE [26660]",11.59140885,28.233639,4.0192866,18.8594133,4.90903665,1.458499817,5.286201404,0.86837961,5.52138195,1.13797593,3.19364787,0.4767252,3.17474325,0.48124587,-38.748,-71.627
"BASALTIC-ANDESITE [12188]",17.4,36.2,4.72,21.7,4.9,1.45,4.99,0.8,4.78,0.92,2.56,0.39,2.49,0.45,18.275,-66.325
"BASALTIC-ANDESITE [4684]",3.5,9.4,1.56,8.1,2.62,1.05,2.9,0.54,3.5,0.73,2.18,0.33,2.21,0.3,41.3186,-122.1666
"BASALTIC-ANDESITE [12539]",1.915,5.82,0.926,4.8,1.594,0.631,1.861,0.318,2.342,0.493,1.493,0.222,1.601,0.2389,-19.7246,-175.0689
"BASALTIC-ANDESITE [24590]",13.2,30.09,3.18,17.33,3.76,1.25,4.51,0.68,3.22,0.62,1.96,0.29,1.53,0.22,13.5,75.9
"BASALTIC-ANDESITE [20167]",30.81,62.56,7.81,31.6,6.15,1.68,5.75,0.95,5.11,1.07,2.87,0.4,2.74,0.4,20,100
"BASALTIC-ANDESITE [21933]",34.4,73.5,8.2,32.5,7.07,2.11,7.01,1.27,6.47,1.56,4.05,0.69,4.29,0.69,43.5,3.3
"BASALTIC-ANDESITE [20623]",32.3,69.42,8.81,33.11,7.24,1.98,6.79,1.02,6.06,1.27,3.93,0.59,3.69,0.57,54.68,87.21
"ANDESITE [4913] / BASALTIC-ANDESITE [10515] / TRANSITIONAL BASALT [2327]",7.87,17.7,2.56,13.1,3.63,1.32,4.66,0.79,4.52,1.1,2.52,0.52,2.36,0.49,25.399,141.249
"BASALTIC-ANDESITE [21026]",7.506,18.44,2.937,13.96,3.855,1.257,4.321,0.727,4.296,0.941,2.694,0.395,2.54,0.385,56.05,160.63
"BASALTIC-ANDESITE [26178]",22.2,45.21,5.63,22.47,5.059,1.396,4.661,0.73,4.204,0.853,2.512,0.38,2.41,0.367,-7.35,110.0102222
"BASALTIC-ANDESITE [19889]",8.12828049,17.4252786,2.270909789,9.799957195,2.736925045,1.006647372,3.442194361,0.644903318,4.49029852,0.96235384,2.761134318,0.41930223,2.612639265,0.418228146,37.00167,-79.16518
"BASALTIC-ANDESITE [11837]",10,22,3.09,15,4.52,1.38,4.83,0.85,5.37,1.13,3.08,0.46,2.87,0.44,53.43,168.13
"BASALTIC-ANDESITE [16538]",34.1,71,8.7,38,7.4,1.7,7,1.21,6.79,1.36,4.08,0.59,3.46,0.53,-30.5,-56.5
"NOT GIVEN [25854]",1.713,4.65,0.7792,4.04,1.35,0.5227,1.755,0.3176,2.16,0.471,1.438,0.2163,1.483,0.2256,-18.82,-174.67
"BASALTIC-ANDESITE [26209]",4.19,11.64,1.75,8.5,2.51,1,2.81,0.48,3.26,0.67,1.99,0.29,1.96,0.28,-34.98,-179
"BASALTIC-ANDESITE [28592]",16.53124573,41.20867248,6.219740605,30.95384764,8.03221273,2.356076011,8.525272462,1.345229459,8.5724255,1.691114269,5.204708645,0.740734265,4.916030707,0.750037676,56.78578,159.2888
"BASALTIC-ANDESITE [22807]",10.93069557,23.63774795,3.16447168,13.79853881,2.97586888,0.989589274,2.877827226,0.443651177,1.418347773,0.218504974,2.555860681,0.15363968,49.82035741,1.781742549,42.9517,130.5528
"BASALTIC-ANDESITE [21408]",1.85,4.78,0.79,4.06,1.38,0.504,1.81,0.321,2.19,0.48,1.41,0.213,1.48,0.237,-18.8,-174.63
"BASALTIC-ANDESITE [24852]",11.05,27.76,4,18.55,5.19,1.87,5.85,1.03,6.4,1.32,3.66,0.52,3.13,0.46,-62.9,-60.6
"BASALTIC-ANDESITE [12539]",5.66,13.42,1.718,7.65,2.245,0.631,2.402,0.395,2.61,0.59,1.675,0.2547,1.865,0.277,-19.7174,-175.0907
"BASALTIC-ANDESITE [9665]",7.8,17,2.4,10,2.3,0.85,2.4,0.41,2.3,0.44,1.3,0.22,1.4,0.22,-20.45,-69.9
"BASALTIC-ANDESITE [15303]",3.21,8.6,1.38,6.97,2.1,0.799,2.45,0.48,3.09,0.64,1.95,0.308,2.06,0.326,7.33,134.525
"BASALTIC-ANDESITE [11093]",8.1,18,2.33,10.7,2.8,1.11,2.56,0.59,2.41,0.59,1.29,0.3,1.27,0.3,19.6167,-70.95
"BASALTIC-ANDESITE [22595]",10.97,25.45,3.65,16.76,4.61,1.49,5.16,0.87,5.67,1.18,3.28,0.5,29.91,0.47,53.494993,-167.999315
"BASALTIC-ANDESITE [13757]",18.2,28.4,4.33,17.8,3.9,1.35,4.68,0.78,4.67,0.95,2.44,0.4,2.23,0.37,33.25,130.25
"BASALTIC-ANDESITE [20676]",11.79190484,26.78946911,3.833713852,17.83332644,4.479399364,1.436176485,4.963895185,0.773075788,4.861422346,0.995168299,2.894482933,0.421099478,2.8355333,0.413416461,-39.892,-71.923
"BASALTIC-ANDESITE [9804]",1.85,4.81,0.802,4.28,1.56,0.6,2.07,0.39,2.63,0.57,1.66,0.25,1.71,0.258,-22.837,-176.785
"BASALTIC-ANDESITE [2436]",2.08,6.58,1.11,6.25,2.2,0.78,3.14,0.61,4.07,0.8,2.52,0.36,2.46,0.36,27.62,141.75
"BASALTIC-ANDESITE [20102]",21.1,44.5,4.96,19.3,4.06,1.16,3.79,0.587,3.48,0.725,2.11,0.301,1.97,0.304,52,39
"BASALTIC-ANDESITE [20839]",45.65,81.73,11.28,43.82,6.88,1.79,4.7,0.46,2.25,0.39,0.87,0.13,0.8,0.12,8.817124,-82.709308
"BASALTIC-ANDESITE [20676]",19.757098,55.83375353,6.748908732,31.60259502,7.681996319,2.057389324,7.669854463,1.226326926,7.92559382,1.594116893,4.810237545,0.705379318,5.024334792,0.755071365,-39.793,-72.104
"BASALTIC-ANDESITE [13757]",24.9,48.2,5.46,22.2,4.82,1.56,5.09,0.82,4.77,0.94,2.44,0.37,2.15,0.35,33.25,130.25
"BASALTIC-ANDESITE [16317]",14.6478632,29.35513097,3.751871851,17.71046425,4.745231441,1.621837869,5.546087625,0.80369407,4.735087578,0.898899486,2.407988964,0.319968784,1.822318758,0.260509255,33.4549,126.7227
"BASALTIC-ANDESITE [10880]",11.5,24.3,3.09,15,3.8,1.25,4.08,0.73,3.88,0.78,2.06,0.28,1.86,0.24,37.4317,37.3086
"BASALTIC-ANDESITE [16078]",15.43,33.61,4.703,20.04,4.897,1.312,4.435,0.69,4.223,0.873,2.472,0.367,2.263,0.37,51.865,-178.105
"BASALTIC-ANDESITE [6531]",17.3,44.3,6.3,28.5,6.6,2.46,6.74,1.14,6.99,1.33,3.21,0.49,2.71,0.35,81,56
"BASALTIC-ANDESITE [23135]",22.7,49.69,6.01,26.07,6.21,1.56,5.42,0.98,6.04,1.15,3.34,0.46,3,0.44,32.9225,-4.5864
"BASALTIC-ANDESITE [16502]",10.64860104,21.40063515,3.038808555,12.59718254,2.893093562,0.78524327,3.389096578,0.545288156,3.334607946,0.734059663,2.012325851,0.314505678,2.113687087,0.348292865,-39.82,175.57
"BASALTIC-ANDESITE [15780]",17.91,41.2,5.359,22.82,5.13,1.412420382,5.14,0.8076,4.437,0.9074,2.536,0.3526,2.364,0.3471,44.2946,-121.7851
"BASALTIC-ANDESITE [12037]",5.8,13.38,2.01,9.22,2.95,1.17,3.98,0.74,4.5,1.02,2.53,0.37,2.53,0.38,46.18,121.4
"BASALTIC-ANDESITE [27218]",13.321,25.998,3.01,12.426,2.796,0.832,3.007,0.482,3.153,0.646,1.858,0.272,1.79,0.269,-17.93475,32.90568333
"BASALTIC-ANDESITE [20107]",2.19,6.63,1.02,6.01,2.19,0.79,3.09,0.58,3.82,0.85,2.54,0.4,2.51,0.39,34.696,139.413
"BASALTIC-ANDESITE [19757]",18.1,39.8,5.11,23,4.97,1.59,4.57,0.65,3.48,0.67,1.71,0.23,1.38,0.26,45.1223,99.3246
"BASALTIC-ANDESITE [24305]",22.3,53,6.94,28.4,7.18,1.85,7.42,1.13,7.01,1.53,4.28,0.61,3.89,0.62,45.3022,87.7593
"BASALTIC-ANDESITE [23179]",63.31660977,122.5626182,15.38584445,59.03262125,11.07999273,2.889982364,9.795206278,1.419845436,7.506904503,1.419482463,3.407257165,0.383867463,2.842910886,0.429996365,10.02,-83.76
"BASALTIC-ANDESITE [20107]",2.26,6.86,1.22,6.21,2.19,0.77,3.01,0.59,3.9,0.85,2.48,0.36,2.5,0.38,34.659,139.448
"BASALTIC-ANDESITE [17872]",7.82,20.28,2.82,14.32,4.32,1.61,5.51,0.93,6.45,1.35,3.78,0.59,3.82,0.59,44,146
"BASALTIC-ANDESITE [16897]",18.4,43.2,5.4,21.7,5.01,1.47,5.28,0.81,4.77,0.94,2.83,0.39,2.49,0.4,36,126
"BASALTIC-ANDESITE [4673]",43.2,81.9,9.54,35.9,6.75,1.67,7,0.91,5.02,0.97,2.87,0.41,2.69,0.42,38.79,15.21
"BASALTIC-ANDESITE [17990]",29.5,63.9,8.12,32.3,6.78,1.82,6.37,1.02,5.96,1.22,3.47,0.52,3.33,0.48,43.2644,84.2931
"BASALTIC-ANDESITE [5168]",27,58,7.2,30,6.1,1.6,5.7,0.68,3.8,0.69,1.94,0.27,1.67,0.34,-24.92,-68.375
"BASALTIC-ANDESITE [2701]",5.97,15.89,2.38,11.39,3.49,1.23,4.07,0.74,4.92,1.03,2.9,0.446,2.86,0.44,-56.319,-29.5
"BASALTIC-ANDESITE [18406]",7.6,19.9,2.85,13.9,4.19,1.44,4.67,0.79,4.72,0.96,2.45,0.34,2.08,0.3,19.12,72.91
"BASALTIC-ANDESITE [21517]",13.4,26.4,2.91,11.6,3.06,0.93,3.73,0.61,3.73,0.74,2.44,0.35,2.4,0.34,-6,-50
"BASALTIC-ANDESITE [2270]",9.49,20.78,2.82,11.6,2.88,0.83,3.04,0.52,3.08,0.67,1.79,0.29,1.94,0.3,36.9,139.8
"BASALTIC-ANDESITE [19253]",15.96,32.98,4.39,17.91,3.93,1.15,3.55,0.5,2.82,0.55,1.54,0.21,1.44,0.207,39.558065,-120.093313
"NOT GIVEN [6484] / BASALTIC-ANDESITE [16067]",14.1,31.2,4.07,18.2,4.08,1.38,4.29,0.59,3.32,0.69,1.93,0.29,1.99,0.32,48.32117,151.836415
"BASALTIC-ANDESITE [18602]",34.70691701,70.7629808,8.363250972,33.3957419,6.878700119,2.000765186,6.642331788,0.993980935,5.596432638,1.03443978,2.947075833,0.434908401,2.848088958,0.418967703,-36.377181,-69.219251
"BASALTIC-ANDESITE [11904] / NOT GIVEN [11703]",114,237,31.1,113.4,20.33,4.68,16.9,2.39,12.04,2.24,6.2,0.96,5.88,0.92,38.5,113.5
"BASALTIC-ANDESITE [23956]",16.9,39.3,5.37,23.8,5.7,2.06,6.1,1,6.1,1.2,3.3,0.47,3.1,0.45,38.9708,41.1039
"BASALTIC-ANDESITE [13782]",9.032590679,21.52335896,3.0284665,14.70329756,4.368749947,1.463255058,4.839761759,0.818188937,5.177544654,1.077345238,2.972211487,0.435440079,2.751500425,0.432716562,55.43894,-161.94625
"BASALTIC-ANDESITE [1834] / BASALT [7897]",12.2,27.9,4,19.1,4.99,1.83,5,0.83,5.12,1.16,2.69,0.39,2.72,0.39,-15.75,46.75
"BASALTIC-ANDESITE [20607]",18.5,39,4.64,18.9,3.65,1.08,2.92,0.4,2.16,0.43,1.1,0.17,1.14,0.16,68,-172
"BASALTIC-ANDESITE [15400]",53.04,121.2,16.31,68.71,14.32,2.57,11.51,1.64,9.03,1.73,4.54,0.65,3.9,0.58,41,112
"BASALTIC-ANDESITE [12761]",7.57,16.23,2.23,10.27,2.75,1.03,2.76,0.43,2.88,0.67,1.73,0.25,1.76,0.3,29.349,56.926
"BASALTIC-ANDESITE [16155]",1.45,4.33,0.74,3.95,1.34,0.53,1.72,0.3,2.24,2.46,1.62,0.24,1.76,0.24,-19.72658,-175.07593
"BASALTIC-ANDESITE [16047]",7.94,17.1,2.54,11.2,2.95,1,3.15,0.51,3.16,0.65,1.8,0.27,1.83,0.28,13.8184,-89.6312
"BASALTIC-ANDESITE [26569]",20.2,46.4,5.88,22.6,5,1.55,4.8,0.8,4.5,0.9,2.4,0.35,2.2,0.32,-43.8063,-70.056
"BASALTIC-ANDESITE [11125]",11,25.9,3.52,15.24,3.76,1.3,3.51,0.62,3.9,0.75,2.25,0.34,2.24,0.35,18.2,-77.05
"BASALTIC-ANDESITE [12995]",31.7,61.8,7.7,28.9,5.5,1.8,4.8,0.7,3.4,0.6,1.6,0.2,1.5,0.2,-24.2258,-67.0622
"BASALTIC-ANDESITE [15566]",7.47,16.1,2.38,11.1,3.15,0.99,3.69,0.63,4.05,0.85,2.42,0.36,2.29,0.37,18.0617,145.7173
"BASALTIC-ANDESITE [26460]",33.92,71.7,8.96,34.78,5.8,1.5,4.26,0.44,2.31,0.39,1.02,0.13,0.8,0.12,40.8,119.5
"BASALTIC-ANDESITE [7847]",3.26,8.02,1.16,5.4,1.68,0.61,2.06,0.37,2.42,0.51,1.44,0.2,1.33,0.2,36.8797,-4.45
"BASALTIC-ANDESITE [12539]",1.42,4.11,0.696,3.66,1.306,0.51,1.615,0.287,2.133,0.461,1.346,0.2042,1.538,0.218,-19.7308,-175.0677
"BASALTIC-ANDESITE [19747]",7.66,18.1,2.3,10.4,2.51,0.888,2.63,0.42,2.45,0.48,1.38,0.205,1.34,0.22,34.75,132
"BASALTIC-ANDESITE [15004]",16.05504195,38.2478241,5.276422394,22.99148644,5.631261781,1.882572042,5.749267156,0.958815336,5.864744552,1.210466851,3.24930191,0.471193661,2.964900311,0.470035405,48.775,-121.825
"BASALTIC-ANDESITE [11205]",14.1,31.3,4.29,18.21,3.94,1.38,3.76,0.56,3.48,0.65,1.94,0.32,1.86,0.25,19.1963,-99.2608
"BASALTIC-ANDESITE [19963]",11.5737295,28.4544334,4.01671314,19.3501873,4.92724371,1.54384124,5.22076035,0.790587544,4.85485125,0.864791393,2.78891277,0.477268755,2.9849534,0.467793077,55.76458,160.43569
"BASALTIC-ANDESITE [28755]",11.07256696,22.69514486,2.604483999,10.92028111,2.86378058,1.198856746,2.952711575,0.536385629,3.330689736,0.683115374,2.049264531,0.32072534,2.267637808,0.345523927,-8.2633,116.4792
"BASALTIC-ANDESITE [21081]",6.64,15,2.01,9.69,2.86,1.02,2.97,0.5,3.38,0.68,1.96,0.31,2.14,0.31,48,122
"BASALTIC-ANDESITE [10020]",16.4,34.53,4.37,17.28,3.14,1.2,3.16,0.49,2.79,0.57,1.67,0.25,1.66,0.23,-40.5,-71.5
"BASALTIC-ANDESITE [16844]",1.82,5.24,0.9,5.17,1.83,0.664,2.36,0.437,3.18,0.682,2.08,0.317,2.18,0.33,-35.444,178.681
"BASALTIC-ANDESITE [15734] / LATITE [12849]",46.002,104.1984,12.208,43.98,7.2219,1.7388,5.2041,0.7849,4.402,0.9198,2.3121,0.3267,1.94,0.3094,42.8972,11.7669
"BASALTIC-ANDESITE [16285]",23.5,49.3,6.85,26.8,5.59,2.05,7.37,1.19,7.21,1.61,4.49,0.61,4.16,0.6,41.1,95.5
"BASALTIC-ANDESITE [27145]",19.9,40.1,4.62,17.6,3.49,0.99,3.52,0.52,3.54,0.75,2,0.3,1.99,0.32,46.3145,25.5426
"BASALTIC-ANDESITE [24482]",24.55,59.5,7.73,32,6.3,1.57,5.38,0.9,4.82,0.93,2.25,0.32,1.97,0.28,46.5,125.5
"BASALTIC-ANDESITE [17464] / NOT GIVEN [19772]",21.22,44.43,5.05,18.22,3.79,0.8,3.63,0.61,3.81,0.83,2.38,0.36,2.45,0.36,46.25,-83.55
"BASALTIC-ANDESITE [21408]",1.3,2.57,0.39,1.97,0.7,0.31,1,0.19,1.35,0.29,0.93,0.14,0.88,0.13,-15.84872,-173.74937
"BASALTIC-ANDESITE [20283]",12.1,26.2,3.6,15.4,3.7,1.2,3.6,0.6,3.5,0.7,1.9,0.3,1.7,0.3,18.97522,-101.72758
"BASALTIC-ANDESITE [13283]",4.91,11.28,1.58,7.28,2.03,0.74,2.35,0.39,2.43,0.52,1.51,0.22,1.47,0.22,36.6,25.4
"BASALTIC-TRACHYANDESITE [18049]",31.01,55.82,5.914,26.68,5.116,1.4815,5.165,0.772,4.465,0.901,2.462,0.403,2.494,0.399,41.05327,43.82035
"BASALTIC-TRACHYANDESITE [20781]",44.7,78.9,9.08,35.1,7.6,2.4,7.2,1.1,5.6,0.9,2.4,0.28,1.6,0.24,11.007,107.1501
"BASALTIC-TRACHYANDESITE [23572]",64.2,112,13.9,55,9.82,2.48,8.55,1.13,5.55,1.03,2.99,0.38,2.48,0.35,23.3,108.25
"BASALTIC-TRACHYANDESITE [19757]",28.3,59,7.55,33.9,7.56,2.4,6.78,0.92,4.47,0.74,1.84,0.22,1.45,0.19,46.8628,101.5153
"BASALTIC-TRACHYANDESITE [23225]",54.9,91.4,9.67,33,5.11,1.27,4.23,0.59,3.46,0.69,1.97,0.28,1.87,0.28,38.24,44.34
"BASALTIC-TRACHYANDESITE [17020]",56,108,11.6,40.9,6.93,1.66,6.42,0.81,3.93,0.76,2.35,0.34,2.28,0.36,31,117
"BASALTIC-TRACHYANDESITE [19173]",34,74.5,8.17,29.65,5.33,0.97,4.25,0.93,2.26,0.9,2.71,0.45,2.39,0.45,-1.675,-60.03
"BASALTIC-TRACHYANDESITE [16087]",41.6,80.7,8.7,31.9,5.75,1.39,4.99,0.79,4.29,0.82,2.45,0.34,2.21,0.34,25,98.5
"BASALTIC-TRACHYANDESITE [19874]",50.4,92,10.5,37,5.79,1.55,4.57,0.61,3.1,0.55,1.6,0.229,1.51,0.262,19.77961,-101.54675
"BASALTIC-TRACHYANDESITE [21955]",21.1,46,6.16,26.4,5.76,1.83,5.22,0.82,4.91,0.97,2.65,0.39,2.59,0.38,44.9028,129.1767
"BASALTIC-TRACHYANDESITE [20781]",44.2,78,8.89,34,7.4,2.35,6.9,1,5.6,1,2.4,0.29,1.7,0.24,11.007,107.1501
"BASALTIC-TRACHYANDESITE [8262]",88.4,197,26,99.8,15.3,2.37,8.71,1.11,5.25,0.79,2.37,0.26,2,0.3,42.4,12.22
"BASALTIC-TRACHYANDESITE [7748]",84.8,167.5,19.1,72.5,12.9,2.8,8.8,1.2,6.2,1,2.9,0.4,2.6,0.4,44.0132,20.5031
"BASALTIC-TRACHYANDESITE [26538]",39.9,74.9,8.94,34.5,6.91,2.05,5.76,0.82,4.62,0.83,2.28,0.33,2.24,0.34,-35.5881,-68.4998
"BASALTIC-TRACHYANDESITE [11728]",66.98,141.8,16.03,62.65,12,2.72,9,1.23,6.85,1.25,3.47,0.45,3.06,0.41,41.2,117.2
"BASALTIC-TRACHYANDESITE [16317]",68.7134429531951,135.155786799618,15.9858951769402,64.7951994853312,12.5449408617572,3.87877142892612,10.9123141331176,1.41645486570567,8.08075452280151,1.36131884728403,3.50006217462326,0.478412764035275,2.70727171239884,0.354152883616953,33.4132,126.4848
"BASALTIC-TRACHYANDESITE [18825]",259.8,475.4,45.54,150.9,20.3,5.03,10.26,1.27,5.78,0.96,2.62,0.4,2.68,0.39,39.3614,28.0107
"BASALTIC-TRACHYANDESITE [19757]",22.5,46.4,5.96,26.2,6.05,1.83,4.71,0.68,3.28,0.54,1.34,0.16,0.95,0.15,46.7098,101.8009
